"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"10/11/2020","13,500","13,500","13,500","13,000","10.20K","3.85%"
"09/11/2020","13,000","13,100","13,100","13,000","15.30K","0.00%"
"06/11/2020","13,000","13,400","13,400","12,900","4.50K","-2.26%"
"05/11/2020","13,300","13,300","13,300","13,300","0.10K","-1.48%"
"04/11/2020","13,500","13,500","13,500","13,500","0.10K","7.14%"
"03/11/2020","12,600","12,700","12,700","12,600","1.51K","-5.26%"
"02/11/2020","13,300","11,900","13,300","11,900","1.00K","4.72%"
"30/10/2020","12,700","12,700","12,900","12,600","2.20K","3.25%"
"29/10/2020","12,300","12,300","12,300","12,300","1.01K","-2.38%"
"28/10/2020","12,600","13,400","13,400","12,600","4.00K","-3.08%"
"27/10/2020","13,000","12,900","13,000","12,800","2.40K","0.00%"
"26/10/2020","13,000","13,100","13,100","13,000","1.30K","-2.26%"
"23/10/2020","13,300","13,300","13,300","13,300","0.10K","-1.48%"
"22/10/2020","13,500","13,500","13,500","13,500","1.00K","1.50%"
"21/10/2020","13,300","13,200","13,300","13,200","1.70K","0.00%"
"20/10/2020","13,300","13,100","13,500","13,100","5.41K","1.53%"
"19/10/2020","13,100","14,000","14,000","13,100","3.20K","-2.96%"
"16/10/2020","13,500","13,400","13,500","13,400","8.40K","3.05%"
"15/10/2020","13,100","13,500","13,500","13,100","0.60K","-2.96%"
"14/10/2020","13,500","13,500","13,500","13,500","1.70K","1.50%"
"13/10/2020","13,300","13,300","13,500","13,300","3.04K","0.00%"
"12/10/2020","13,300","13,400","13,400","13,300","2.50K","-4.32%"
"09/10/2020","13,900","13,400","13,900","13,400","8.32K","3.73%"
"08/10/2020","13,400","13,500","13,500","13,400","1.40K","-0.74%"
"07/10/2020","13,500","13,400","13,500","13,400","0.50K","2.27%"
"06/10/2020","13,200","12,900","13,200","12,900","6.30K","3.94%"
"05/10/2020","12,700","12,800","12,800","12,500","3.55K","-1.55%"
"02/10/2020","12,900","12,900","13,000","12,900","3.50K","0.78%"
"01/10/2020","12,800","13,000","13,200","12,800","4.00K","-1.54%"
"29/09/2020","13,000","13,000","13,000","13,000","0.10K","-3.70%"
"28/09/2020","13,500","13,500","13,500","13,500","1.80K","4.65%"
"25/09/2020","12,900","13,400","13,400","12,900","0.30K","-4.44%"
"24/09/2020","13,500","12,800","13,900","12,800","1.50K","3.85%"
"23/09/2020","13,000","12,700","13,000","12,700","1.80K","2.36%"
"22/09/2020","12,700","12,800","12,900","12,700","2.10K","-1.55%"
"21/09/2020","12,900","12,800","12,900","12,800","1.34K","-0.77%"
"18/09/2020","13,000","13,000","13,000","12,700","1.30K","-3.70%"
"17/09/2020","13,500","13,000","13,900","13,000","1.80K","7.14%"
"16/09/2020","12,600","13,100","13,100","12,600","4.50K","-2.33%"
"15/09/2020","12,900","13,000","13,500","12,900","2.58K","-4.44%"
"14/09/2020","13,500","13,200","13,500","13,000","2.30K","1.50%"
"11/09/2020","13,300","13,400","13,800","13,300","2.10K","-4.32%"
"10/09/2020","13,900","14,000","14,000","13,300","1.40K","0.72%"
"09/09/2020","13,800","13,300","13,800","13,300","0.40K","-1.43%"
"08/09/2020","14,000","13,200","14,000","13,200","1.11K","6.06%"
"07/09/2020","13,200","13,300","13,300","13,200","16.20K","-5.04%"
"04/09/2020","13,900","13,000","14,200","13,000","18.99K","6.92%"
"03/09/2020","13,000","13,000","13,000","12,700","5.11K","4.00%"
"01/09/2020","12,500","12,500","12,600","12,500","16.30K","0.00%"
"31/08/2020","12,500","12,500","12,500","12,500","0.10K","-3.85%"
"28/08/2020","13,000","12,000","13,800","12,000","22.18K","8.33%"
"27/08/2020","12,000","12,000","12,000","12,000","12.20K","-1.64%"
"26/08/2020","12,200","12,000","12,200","12,000","1.21K","3.39%"
"25/08/2020","11,800","11,900","11,900","11,800","1.70K","0.00%"
"24/08/2020","11,800","12,000","12,000","11,800","4.20K","0.00%"
"21/08/2020","11,800","11,800","11,800","11,800","0.20K","0.85%"
"20/08/2020","11,700","11,800","11,800","11,700","5.00K","0.86%"
"19/08/2020","11,600","12,000","12,000","11,600","26.00K","0.87%"
"17/08/2020","11,500","11,400","11,500","11,400","4.00K","-1.71%"
"14/08/2020","11,700","11,700","11,700","11,700","0.89K","-2.50%"
"13/08/2020","12,000","12,000","12,000","11,800","1.30K","0.84%"
"12/08/2020","11,900","12,000","12,000","11,900","4.50K","0.00%"
"11/08/2020","11,900","11,900","11,900","11,900","3.80K","0.00%"
"07/08/2020","11,900","11,900","11,900","11,900","1.01K","0.85%"
"06/08/2020","11,800","12,000","12,000","11,800","3.30K","-0.84%"
"05/08/2020","11,900","11,900","12,000","11,900","4.60K","0.00%"
"04/08/2020","11,900","11,700","11,900","11,100","4.00K","0.85%"
"03/08/2020","11,800","11,900","11,900","11,800","1.20K","7.27%"
"31/07/2020","11,000","12,000","12,000","11,000","8.05K","-3.51%"
"29/07/2020","11,400","11,500","11,500","11,400","4.70K","-1.72%"
"28/07/2020","11,600","11,400","11,600","11,400","1.70K","3.57%"
"27/07/2020","11,200","11,800","11,800","11,200","7.83K","-8.94%"
"23/07/2020","12,300","12,300","12,300","12,300","2.00K","-0.81%"
"22/07/2020","12,400","12,400","12,400","12,400","1.00K","0.00%"
"21/07/2020","12,400","12,300","12,400","12,300","0.80K","0.81%"
"17/07/2020","12,300","12,500","12,500","12,300","7.30K","-1.60%"
"16/07/2020","12,500","12,300","12,500","12,300","4.10K","2.46%"
"14/07/2020","12,200","12,200","12,200","12,200","2.60K","0.00%"
"13/07/2020","12,200","12,300","12,400","12,200","6.30K","-0.81%"
"10/07/2020","12,300","12,000","12,300","11,900","5.80K","0.00%"
"08/07/2020","12,300","12,200","12,300","12,200","2.00K","-0.81%"
"07/07/2020","12,400","12,400","12,400","12,400","2.22K","0.81%"
"06/07/2020","12,300","12,300","12,300","12,300","2.01K","2.50%"
"03/07/2020","12,000","12,000","12,000","12,000","2.90K","0.00%"
"02/07/2020","12,000","12,000","12,000","12,000","5.40K","1.69%"
"01/07/2020","11,800","11,900","11,900","11,800","4.00K","0.85%"
"29/06/2020","11,700","12,000","12,000","11,700","5.50K","-2.50%"
"26/06/2020","12,000","12,000","12,000","12,000","0.50K","1.69%"
"24/06/2020","11,800","12,300","12,300","11,800","3.00K","-5.60%"
"22/06/2020","12,500","12,500","12,500","12,500","1.10K","-3.10%"
"19/06/2020","12,900","11,900","13,000","11,900","2.90K","10.26%"
"18/06/2020","11,700","11,800","11,900","11,700","3.30K","-2.50%"
"17/06/2020","12,000","11,800","12,500","11,800","1.40K","-1.64%"
"16/06/2020","12,200","11,700","12,600","11,700","0.70K","5.17%"
"15/06/2020","11,600","11,600","12,000","11,500","3.44K","0.87%"
"12/06/2020","11,500","11,600","11,700","11,500","1.72K","-2.54%"
"11/06/2020","11,800","12,100","12,400","11,700","7.83K","-3.28%"
"10/06/2020","12,200","11,900","12,500","11,800","5.60K","-9.63%"
"09/06/2020","13,500","13,500","13,500","13,500","1.32K","-2.88%"
"08/06/2020","13,900","13,900","14,400","13,800","18.46K","2.21%"
"05/06/2020","13,600","12,100","13,600","12,100","56.10K","13.33%"
"04/06/2020","12,000","11,900","12,000","11,800","9.50K","1.69%"
"03/06/2020","11,800","11,400","11,800","11,400","2.60K","0.00%"
"02/06/2020","11,800","11,600","12,000","11,600","12.20K","2.61%"
"01/06/2020","11,500","11,600","11,600","11,500","1.20K","2.68%"
"29/05/2020","11,200","11,300","11,300","11,200","2.00K","-4.27%"
"28/05/2020","11,700","11,700","11,700","11,300","2.80K","0.86%"
"27/05/2020","11,600","11,500","11,600","11,300","4.50K","0.87%"
"26/05/2020","11,500","11,200","11,800","11,200","4.90K","0.00%"
"25/05/2020","11,500","11,500","11,600","11,000","15.30K","0.00%"
"22/05/2020","11,500","11,300","11,500","11,300","1.60K","2.68%"
"21/05/2020","11,200","11,400","11,500","11,200","4.40K","-2.61%"
"20/05/2020","11,500","11,100","11,500","11,000","2.30K","3.60%"
"19/05/2020","11,100","11,300","11,300","11,100","5.00K","-0.89%"
"18/05/2020","11,200","11,300","11,300","11,200","0.80K","-2.61%"
"15/05/2020","11,500","11,500","11,500","11,500","5.59K","-0.86%"
"14/05/2020","11,600","11,600","11,600","11,500","6.20K","3.57%"
"13/05/2020","11,200","11,500","11,500","11,200","2.00K","-2.61%"
"12/05/2020","11,500","11,300","11,500","11,300","3.85K","1.77%"
"11/05/2020","11,300","11,500","11,500","11,300","2.30K","-2.59%"
"07/05/2020","11,600","11,300","11,600","11,300","12.90K","1.75%"
"06/05/2020","11,400","11,400","11,600","11,100","2.50K","-1.72%"
"28/04/2020","11,600","11,300","11,600","11,300","4.21K","2.65%"
"27/04/2020","11,300","11,300","11,300","11,300","1.00K","0.00%"
"24/04/2020","11,300","11,300","11,300","11,300","0.10K","-0.88%"
"22/04/2020","11,400","11,000","11,400","11,000","1.70K","3.64%"
"21/04/2020","11,000","11,500","11,500","11,000","3.60K","-4.35%"
"20/04/2020","11,500","11,800","11,800","11,500","3.20K","-3.36%"
"17/04/2020","11,900","11,800","12,000","11,500","11.26K","3.48%"
"16/04/2020","11,500","11,500","11,500","11,500","7.40K","-1.71%"
"15/04/2020","11,700","11,700","11,700","11,700","0.10K","1.74%"
"14/04/2020","11,500","11,600","11,600","11,500","3.20K","-1.71%"
"10/04/2020","11,700","11,700","11,700","11,700","0.10K","-0.85%"
"09/04/2020","11,800","11,600","11,800","11,600","0.30K","6.31%"
"07/04/2020","11,100","11,100","11,100","11,000","18.00K","0.00%"
"06/04/2020","11,100","11,400","11,400","11,000","0.80K","2.78%"
"03/04/2020","10,800","10,800","10,800","10,800","1.00K","-1.82%"
"30/03/2020","11,000","11,000","11,000","11,000","1.00K","0.00%"
"26/03/2020","11,000","11,000","11,000","11,000","1.00K","0.00%"
"24/03/2020","11,000","11,000","11,000","11,000","2.63K","0.00%"
"23/03/2020","11,000","11,100","11,100","11,000","1.10K","0.00%"
"20/03/2020","11,000","11,000","11,000","11,000","0.30K","0.00%"
"19/03/2020","11,000","11,000","11,000","11,000","1.01K","4.76%"
"18/03/2020","10,500","11,000","11,000","10,500","1.50K","-12.50%"
"13/03/2020","12,000","11,900","12,000","11,000","2.37K","-7.69%"
"12/03/2020","13,000","11,100","13,000","11,000","41.00K","8.33%"
"10/03/2020","12,000","11,600","12,000","11,600","10.20K","0.00%"
"09/03/2020","12,000","11,700","12,200","11,300","2.00K","-0.83%"
"03/03/2020","12,100","11,700","12,100","11,700","0.70K","0.00%"
"02/03/2020","12,100","11,900","12,100","11,800","4.60K","5.22%"
"28/02/2020","11,500","11,700","12,000","11,500","4.10K","-2.54%"
"27/02/2020","11,800","11,700","11,800","11,400","3.10K","-1.67%"
"26/02/2020","12,000","11,700","12,000","11,700","3.10K","4.35%"
"25/02/2020","11,500","11,600","11,600","11,500","2.50K","-4.17%"
"24/02/2020","12,000","12,000","12,000","12,000","3.40K","0.00%"
"21/02/2020","12,000","12,000","12,000","12,000","1.00K","4.35%"
"20/02/2020","11,500","12,400","12,400","11,500","8.00K","-11.54%"
"19/02/2020","13,000","12,000","13,000","12,000","0.20K","8.33%"
"18/02/2020","12,000","12,400","12,800","12,000","9.60K","0.84%"
"14/02/2020","11,900","12,600","12,900","11,800","1.10K","-0.83%"
"13/02/2020","12,000","12,000","12,000","12,000","","0.00%"
"12/02/2020","12,000","12,300","12,300","11,700","2.40K","-2.44%"
"10/02/2020","12,300","12,300","12,300","12,300","1.80K","0.00%"
"06/02/2020","12,300","12,300","12,300","12,300","0.10K","1.65%"
"05/02/2020","12,100","12,100","12,100","12,100","0.60K","0.00%"
"04/02/2020","12,100","12,100","12,100","12,100","0.90K","5.22%"
"03/02/2020","11,500","12,300","12,300","11,500","2.30K","-4.96%"
"30/01/2020","12,100","12,100","12,100","12,100","0.10K","-12.32%"
"22/01/2020","13,800","13,700","13,800","13,700","0.30K","7.81%"
"20/01/2020","12,800","12,800","12,800","12,800","1.20K","0.79%"
"17/01/2020","12,700","12,900","12,900","12,700","0.50K","-2.31%"
"16/01/2020","13,000","13,000","13,000","13,000","0.10K","-7.14%"
"15/01/2020","14,000","13,600","14,000","13,600","0.90K","3.70%"
"14/01/2020","13,500","12,100","13,500","12,100","52.00K","17.39%"
"13/01/2020","11,500","12,000","12,000","11,500","1.20K","-3.36%"
"10/01/2020","11,900","11,800","11,900","11,800","0.80K","0.00%"
"09/01/2020","11,900","11,800","11,900","11,800","0.30K","0.00%"
"07/01/2020","11,900","11,800","11,900","11,800","1.20K","3.48%"
"06/01/2020","11,500","11,500","11,500","11,500","0.10K","-3.36%"
"03/01/2020","11,900","11,800","11,900","11,800","5.93K","3.48%"
"02/01/2020","11,500","11,900","11,900","11,500","3.70K","-2.54%"
"27/12/2019","11,800","11,500","11,800","11,500","2.40K","0.00%"
"26/12/2019","11,800","11,800","11,800","11,500","4.70K","0.00%"
"25/12/2019","11,800","11,800","11,800","11,600","6.70K","0.00%"
"24/12/2019","11,800","11,700","11,800","11,700","2.60K","1.72%"
"23/12/2019","11,600","11,400","11,600","11,300","1.20K","-4.13%"
"18/12/2019","12,100","11,800","12,100","11,800","6.00K","2.54%"
"17/12/2019","11,800","11,500","11,800","11,500","0.70K","3.51%"
"16/12/2019","11,400","11,800","11,800","11,400","1.30K","-0.87%"
"13/12/2019","11,500","11,400","11,600","11,400","2.80K","0.88%"
"12/12/2019","11,400","11,300","11,400","11,300","2.90K","0.00%"
"11/12/2019","11,400","11,500","11,500","11,300","3.90K","-3.39%"
"10/12/2019","11,800","11,500","11,800","11,400","3.20K","-0.84%"
"05/12/2019","11,900","11,900","12,000","11,100","1.40K","7.21%"
"04/12/2019","11,100","11,200","11,200","11,000","1.30K","-1.77%"
"03/12/2019","11,300","11,300","11,300","11,300","0.50K","-0.88%"
"02/12/2019","11,400","11,300","11,400","11,200","0.40K","1.79%"
"28/11/2019","11,200","11,900","11,900","11,200","0.40K","-0.88%"
"27/11/2019","11,300","11,600","11,600","11,300","0.90K","-1.74%"
"26/11/2019","11,500","11,500","11,500","11,500","1.00K","0.00%"
"25/11/2019","11,500","11,100","11,500","11,100","1.90K","4.55%"
"22/11/2019","11,000","11,000","11,300","11,000","5.60K","-0.90%"
"21/11/2019","11,100","10,900","11,100","10,900","0.60K","-0.89%"
"20/11/2019","11,200","11,100","11,200","10,900","8.60K","0.00%"
"19/11/2019","11,200","11,000","11,200","11,000","8.90K","0.90%"
"18/11/2019","11,100","10,500","11,900","10,500","0.40K","-3.48%"
"15/11/2019","11,500","11,500","11,500","9,900","23.10K","0.00%"
"14/11/2019","11,500","11,700","11,700","11,500","10.90K","-2.54%"
"13/11/2019","11,800","11,200","11,800","11,200","0.30K","2.61%"
"12/11/2019","11,500","11,200","11,700","11,200","26.25K","4.55%"
"11/11/2019","11,000","11,800","11,800","11,000","4.60K","-5.98%"
"08/11/2019","11,700","11,600","11,700","11,600","1.70K","0.86%"
"07/11/2019","11,600","11,800","11,800","11,600","1.00K","0.00%"
"06/11/2019","11,600","12,000","12,000","11,600","3.50K","-3.33%"
"05/11/2019","12,000","12,400","12,400","12,000","15.20K","-3.23%"
"04/11/2019","12,400","12,400","12,400","12,400","10.50K","0.00%"
"01/11/2019","12,400","12,600","12,600","12,300","6.20K","-3.13%"
"31/10/2019","12,800","12,800","12,800","12,100","15.70K","0.00%"
"30/10/2019","12,800","13,300","13,300","12,700","14.70K","-1.54%"
"29/10/2019","13,000","13,500","13,500","12,900","7.50K","-3.70%"
"28/10/2019","13,500","13,400","13,500","13,000","8.60K","1.50%"
"25/10/2019","13,300","13,600","13,600","13,200","5.60K","-1.48%"
"24/10/2019","13,500","13,500","13,500","13,500","1.00K","0.00%"
"23/10/2019","13,500","13,000","13,500","13,000","13.20K","0.00%"
"22/10/2019","13,500","13,500","13,500","13,500","0.50K","3.85%"
"21/10/2019","13,000","13,000","13,000","13,000","2.10K","0.00%"
"18/10/2019","13,000","13,800","13,800","13,000","19.20K","-5.11%"
"17/10/2019","13,700","13,100","13,700","13,000","7.40K","0.74%"
"16/10/2019","13,600","13,600","13,600","13,000","6.90K","3.03%"
"15/10/2019","13,200","13,400","13,400","13,200","8.10K","-2.22%"
"14/10/2019","13,500","13,900","14,000","13,500","6.90K","-2.17%"
"11/10/2019","13,800","14,100","14,100","13,800","5.20K","0.73%"
"10/10/2019","13,700","14,200","14,500","13,700","2.30K","-2.14%"
"09/10/2019","14,000","14,300","14,300","13,400","5.40K","1.45%"
"08/10/2019","13,800","13,600","13,800","13,500","2.60K","-1.43%"
"07/10/2019","14,000","14,000","14,000","13,600","1.50K","-3.45%"
"04/10/2019","14,500","13,700","14,500","13,700","2.40K","5.84%"
"03/10/2019","13,700","13,600","13,700","13,600","1.90K","1.48%"
"02/10/2019","13,500","13,600","13,700","13,200","6.90K","1.50%"
"01/10/2019","13,300","13,700","13,700","13,200","18.25K","-5.00%"
"30/09/2019","14,000","14,100","14,100","13,700","4.60K","0.72%"
"27/09/2019","13,900","13,900","14,000","13,500","20.10K","-3.47%"
"26/09/2019","14,400","14,900","14,900","14,000","8.30K","0.00%"
"25/09/2019","14,400","14,900","14,900","14,200","15.10K","-3.36%"
"24/09/2019","14,900","15,100","15,100","14,900","7.40K","-1.32%"
"23/09/2019","15,100","15,600","15,600","15,100","8.21K","0.00%"
"20/09/2019","15,100","15,300","15,700","15,100","14.20K","-3.82%"
"19/09/2019","15,700","15,200","15,700","15,200","4.30K","3.29%"
"18/09/2019","15,200","15,900","15,900","15,200","13.50K","-1.30%"
"17/09/2019","15,400","15,900","15,900","15,100","19.70K","-1.91%"
"16/09/2019","15,700","15,400","15,900","15,200","6.35K","-1.88%"
"13/09/2019","16,000","16,000","16,000","15,200","17.70K","-3.03%"
"12/09/2019","16,500","15,100","16,500","15,100","21.60K","9.27%"
"11/09/2019","15,100","15,400","15,700","15,000","21.40K","-1.95%"
"10/09/2019","15,400","16,300","16,300","15,300","6.70K","-3.75%"
"09/09/2019","16,000","15,400","16,200","14,900","13.01K","3.23%"
"06/09/2019","15,500","15,900","16,000","15,000","40.55K","-6.06%"
"05/09/2019","16,500","16,200","16,500","15,700","20.82K","1.23%"
"04/09/2019","16,300","16,600","17,800","15,900","81.13K","-2.40%"
"03/09/2019","16,700","18,500","18,500","16,700","37.90K","-7.73%"
"30/08/2019","18,100","21,500","21,500","18,000","37.34K","-13.81%"
"29/08/2019","21,000","20,000","21,200","20,000","59.76K","5.00%"
"28/08/2019","20,000","17,800","20,000","17,300","140.27K","11.11%"
"27/08/2019","18,000","18,000","18,500","17,500","90.70K","2.86%"
"26/08/2019","17,500","16,800","18,500","16,800","59.80K","4.17%"
"23/08/2019","16,800","16,100","17,000","16,000","40.20K","5.00%"
"22/08/2019","16,000","15,600","17,900","14,800","61.10K","0.63%"
"21/08/2019","15,900","14,800","15,900","14,800","57.48K","12.77%"
"20/08/2019","14,100","12,400","14,100","12,400","83.60K","6.82%"
"19/08/2019","13,200","11,600","13,200","11,600","1.90K","5.60%"
"16/08/2019","12,500","11,600","13,900","11,600","8.70K","0.00%"
"15/08/2019","12,500","13,100","13,900","12,000","6.40K","-4.58%"
"14/08/2019","13,100","13,200","13,900","13,100","14.30K","-8.39%"
"13/08/2019","14,300","16,400","16,400","14,300","3.22K","0.00%"
"12/08/2019","14,300","13,500","14,300","13,500","24.20K","13.49%"
"09/08/2019","12,600","12,000","12,600","12,000","27.10K","13.51%"
"08/08/2019","11,100","10,700","11,100","10,700","0.60K","0.00%"
"07/08/2019","11,100","11,100","11,100","11,100","0.10K","5.71%"
"06/08/2019","10,500","11,200","12,800","10,500","3.70K","-0.94%"
"05/08/2019","10,600","11,200","11,200","10,600","5.30K","-5.36%"
"26/07/2019","11,200","11,100","11,200","11,100","1.70K","1.82%"
"25/07/2019","11,000","10,500","11,000","10,500","1.40K","7.84%"
"24/07/2019","10,200","10,200","10,200","10,200","0.22K","-6.42%"
"23/07/2019","10,900","11,000","11,000","10,900","3.51K","0.00%"
"22/07/2019","10,900","10,900","10,900","10,900","0.33K","0.00%"
"19/07/2019","10,900","10,900","10,900","10,900","2.10K","9.00%"
"17/07/2019","10,000","10,900","11,000","10,000","2.31K","-5.66%"
"15/07/2019","10,600","10,600","10,600","10,600","0.10K","-7.02%"
"11/07/2019","11,400","11,200","11,400","11,200","0.20K","3.64%"
"09/07/2019","11,000","11,000","11,000","11,000","0.10K","4.76%"
"05/07/2019","10,500","10,500","10,500","10,500","0.10K","10.53%"
"03/07/2019","9,500","10,000","10,000","9,500","0.80K","-9.52%"
"01/07/2019","10,500","10,500","10,500","10,500","1.92K","5.00%"
"25/06/2019","10,000","10,000","10,000","10,000","0.10K","-11.50%"
"21/06/2019","11,300","11,300","11,300","11,300","0.20K","-1.74%"
"14/06/2019","11,500","11,500","11,500","11,500","0.20K","-6.50%"
"13/06/2019","12,300","12,300","12,300","12,300","0.11K","12.84%"
"12/06/2019","10,900","10,900","10,900","10,900","0.10K","14.74%"
"10/06/2019","9,500","9,500","9,500","9,500","0.10K","4.40%"
"07/06/2019","9,100","9,700","9,700","9,100","0.40K","-9.00%"
"06/06/2019","10,000","10,000","10,000","10,000","10.36K","-8.26%"
"03/06/2019","10,900","10,900","10,900","10,900","0.10K","0.00%"
"27/05/2019","10,900","10,900","10,900","10,900","0.32K","0.00%"
"21/05/2019","10,900","10,900","10,900","10,900","0.10K","6.86%"
"14/05/2019","10,200","10,200","10,200","10,200","0.10K","-2.86%"
"03/05/2019","10,500","9,700","10,500","9,700","0.40K","5.00%"
"19/04/2019","10,000","10,000","10,000","10,000","0.10K","-12.28%"
"12/04/2019","11,400","11,000","11,400","9,900","5.73K","3.64%"
"10/04/2019","11,000","11,000","11,000","11,000","0.10K","3.77%"
"05/04/2019","10,600","10,600","10,600","10,600","0.10K","0.00%"
"04/04/2019","10,600","10,600","10,600","10,600","0.60K","0.95%"
"03/04/2019","10,500","10,500","10,500","10,500","0.10K","-4.55%"
"01/04/2019","11,000","10,900","11,000","10,900","0.32K","0.92%"
"29/03/2019","10,900","10,900","10,900","10,900","0.35K","-0.91%"
"27/03/2019","11,000","10,500","11,000","10,500","0.51K","4.76%"
"25/03/2019","10,500","10,500","10,500","10,500","0.10K","1.94%"
"20/03/2019","10,300","10,300","10,300","10,300","0.37K","3.00%"
"15/03/2019","10,000","10,500","10,500","9,800","2.05K","-0.99%"
"14/03/2019","10,100","10,100","10,100","10,100","0.10K","-7.34%"
"13/03/2019","10,900","10,800","10,900","10,400","3.21K","-0.91%"
"12/03/2019","11,000","11,000","11,000","10,900","6.50K","4.76%"
"08/03/2019","10,500","10,400","10,500","10,400","1.40K","1.94%"
"07/03/2019","10,300","10,300","10,300","10,300","0.50K","-6.36%"
"05/03/2019","11,000","10,200","11,000","10,200","0.30K","6.80%"
"18/02/2019","10,300","11,000","11,000","10,300","7.90K","3.00%"
"15/02/2019","10,000","10,000","10,000","10,000","0.10K","0.00%"
"13/02/2019","10,000","10,000","10,000","10,000","0.20K","-5.66%"
"12/02/2019","10,600","10,600","10,600","10,600","5.00K","2.91%"
"31/01/2019","10,300","10,300","10,300","10,300","0.10K","-4.63%"
"28/01/2019","10,800","10,000","10,800","10,000","2.70K","0.00%"
"25/01/2019","10,800","10,800","10,800","10,800","2.90K","0.00%"
"24/01/2019","10,800","10,800","10,800","10,800","2.00K","5.88%"
"23/01/2019","10,200","10,200","10,200","10,200","0.20K","-2.86%"
"21/01/2019","10,500","10,500","10,500","10,500","0.10K","0.00%"
"16/01/2019","10,500","10,700","10,700","10,500","5.10K","0.00%"
"11/01/2019","10,500","10,500","10,500","10,500","0.20K","2.94%"
"10/01/2019","10,200","10,800","10,800","10,200","3.10K","-2.86%"
